Fp1,Fp2,F7,F3,Fz,F4,F8,FC5,FC1,FC2,FC6,Frequência
(-454.3688275864165+9.535910406667913j),(286.99361463615946-96.98062709757599j),(-5.3316878102075265-513.6708010651244j),(-71.25680317989317+30.84590141185987j),(195.0841313204203-166.65861347671387j),(-589.1687299415948-111.3830939762536j),(211.19667305311282-305.6003682608916j),(384.6873259432832-429.8199092208139j),(672.9520907173994-232.78041700145184j),(63.686996486320794-372.91920918270256j),(-708.474455878415-505.3849558814677j),6.6000000000000005
(145.00547823564324+437.1659643674525j),(446.3452341475422-9.070105770449459j),(263.71756348449117+290.546691050771j),(-174.9061293866065-70.7601441149261j),(-414.46930454887956+110.0889348767345j),(603.5131054829341+364.0528191032528j),(-204.4140136110643-281.03652702121957j),(117.15771818725992+134.96726793885915j),(405.528196965613+231.12124881412203j),(-17.865405112728837-419.8711996569304j),(-330.4369065528856-450.05706123222785j),6.7
(-58.41927761600692+571.402951692665j),(-405.77905665106385+462.7700560602193j),(679.861351722555+98.94612499347701j),(419.43223673701283+139.79231200896498j),(147.08944945559273-302.30993962340347j),(112.34889928288266-31.589437352194984j),(160.5026915826867+39.90186460294731j),(-51.998850411098346-400.39001810292746j),(-361.07482031525694+80.97953972986758j),(251.61860162582937+182.38444671732418j),(-211.40683122711533-140.55498684350985j),6.800000000000001
(-570.8750756324955+330.3549523760688j),(-94.51662207168101-87.71697019974712j),(884.4578826146234-373.9082112117719j),(75.70720227522723-36.882631751085995j),(16.882728063724507-67.67125934589836j),(38.83832179625665+192.3815009439227j),(-348.8789875377498-211.42023727931425j),(-201.20423161528794+19.587252641367343j),(-65.48614244629631-129.85342909567504j),(-234.7641716379575-105.90285818704906j),(-235.29463118476164+94.73027058954317j),6.9
(671.1565305858672+366.9864070421882j),(6.043919019117624+242.7456760900269j),(-379.47270889090345-790.7127752917404j),(-432.81862721542404-131.15654214823527j),(-82.75972310799592-247.19227036416794j),(-317.7719604953934+9.049561262088588j),(-155.15204845405592+80.04300581639824j),(-435.4670359793089+562.8329464292897j),(-74.16900575725849-91.85694921768899j),(-122.55469449225686+215.1142691045999j),(327.4456973310511-46.514822561792364j),7.0
(-566.4999280604166+146.34332366436095j),(-263.83130898074035+158.93936960355012j),(-62.915183012941505+293.05175581447236j),(-217.02839246942284-18.45507871125524j),(52.17487308303674-53.324233854080916j),(-595.7815647589422+88.27017861220753j),(110.41196614960414+32.512576243135925j),(-5.346640432966417-73.30500659378423j),(-165.24548902720645-154.24283897920492j),(-286.40993028962544-0.44735954068233497j),(378.0659904511739+16.543640367562062j),7.1000000000000005
(-181.58057098526353-187.56147351283505j),(8.805346236451001-138.34320582349625j),(538.6457487673189-168.21673707649407j),(-103.92588783774067-211.34408615468456j),(-145.11217797049588+379.2545765846042j),(-470.8287727161302-98.73986760144564j),(200.1416656601029+142.31764946667374j),(-312.7590769858497-113.68055460314032j),(18.733777930755252-331.2037466448189j),(-31.342616656156135+186.5535273575428j),(-113.17399877651155+306.29945494675343j),7.2
(222.4722335426886+427.20726817531295j),(16.834804392298285-5.85657950525685j),(161.62856372723874+99.46616209783883j),(-154.72181157009962+46.279638996298694j),(-233.91366654393767-51.315898055143236j),(359.03709636145+394.0802466700562j),(49.54666209028443-246.1282650902969j),(155.3400173592445-117.7716060368951j),(204.51538613449333-150.76100176854953j),(346.2986323622445+284.37269811861063j),(-585.8867955759856+419.29885632037775j),7.300000000000001
(186.81158808994596-517.1609013757953j),(-578.5179526569882-204.51569574509108j),(351.6302490483081+733.106670309503j),(-323.5965697649899-17.11713859503183j),(-39.6047601363106+181.8101909124594j),(-163.82236035704076-577.1208675694797j),(351.54002607836696+91.00899274531807j),(299.6816963149115-576.1514360263052j),(226.22406530877998-219.80436091475912j),(114.73999551343663+191.49356853995894j),(-50.582092034215094+78.75120015596941j),7.4
(-356.9998754213357+41.34891023655126j),(165.11539976732251+118.26586072293175j),(-140.97092802636365+422.6965736265324j),(-106.80966367756962-90.46493535428007j),(74.02629563820308+181.66509215858974j),(694.5266604269054+251.46947792536088j),(-157.0966692367146+311.73045393691973j),(-810.8258124137308+511.61652960918394j),(-90.20374413249297-88.85990115262574j),(-124.36377902673806-197.99378348745847j),(314.6647408767436+201.12984655386194j),7.5
(-197.2459818836373+112.04659373437877j),(-67.90584871229646+63.217574630366364j),(43.33999211924608-39.92278062602223j),(-204.1335733695366-109.19204939808847j),(293.57917988337266+415.2514588118604j),(-354.86845763608767+8.015251619712451j),(194.4926796478348+29.14930175321668j),(-482.8329138796058-135.90091430053525j),(-226.29177379873653+234.0274344266366j),(369.8694693860489+117.83527187018598j),(41.335849288751135-346.4474431550633j),7.6000000000000005
(-296.56761647762517+202.80958746445327j),(247.95874432421078-45.102349971402774j),(242.4115682013832-128.1372698932865j),(297.7365430999341+17.394253615575437j),(164.96762312277224-50.403733458186935j),(259.67729777553893-330.28274745574527j),(-74.57731886615275-78.44560455112793j),(-394.63835313855+298.60970638533547j),(-219.60211894213217-34.131840743255005j),(531.9644540205702+349.47584475883707j),(-129.50111669132892-178.97654679857627j),7.7
(-320.1984412705791+158.89845561462067j),(-523.3839973243405-549.3894324669993j),(114.56273429117932-113.96600583030462j),(316.5771977894595+274.40977284030834j),(-294.54143636449044+76.62953359011664j),(-86.35113193252297+217.82563506535496j),(-39.13976030099677+229.71334559507423j),(-212.6430423340875+174.48053074627413j),(-4.442370417093933-322.6811539453496j),(-259.22145840549376+33.579722524932365j),(-163.46512211177676+177.8786234046828j),7.800000000000001
(-24.20196059830769+146.2351138685699j),(-23.086847439637555-241.46373911686103j),(-156.1768616650043+139.47266685628608j),(-350.05898275593006+153.81806450606518j),(246.9007882890035-361.45763009996176j),(766.2839813082129-179.17276483693348j),(326.16715421372004-317.4111889410761j),(-794.901587759173-152.4645821399547j),(-12.337534403264597+94.17399854970779j),(267.9037402825723-119.31608739642412j),(207.18570339827173+167.16164938331013j),7.9
(148.73123545195577-434.02909650132653j),(359.34651403031546+120.91765347626584j),(764.5000867668425+553.4647410445323j),(3.876488493739803-93.84067267957496j),(416.623788162734+112.55520898461045j),(18.46517381473052+177.75332931249315j),(-59.65851715451274+88.86598983268644j),(-381.6692122802626-198.60448686954354j),(48.39912329609088+104.5800162584074j),(-33.79665661505126-336.997614023095j),(-50.87553695993125-180.65054983394737j),8.0
(737.2319513916332-125.70925495639085j),(214.8654954630759-111.50182267263163j),(120.84761071299769+98.86524820697616j),(30.887139887959236-82.16579243399529j),(43.90245482502371+115.45290176948627j),(-96.76190786998268-1.51638221424286j),(-145.40699115604292-120.63152072376788j),(-114.42075115110343-14.586116490812039j),(69.09716512474324-398.0899876077841j),(-1.0138795422785591-247.80440681753694j),(314.77800237049337+128.33628350152213j),8.1
(-709.239991279231+106.85676239547021j),(274.87759844379235-56.79215981910943j),(-362.7636240549827+60.88020209094508j),(-114.78004390396895+140.7162785426507j),(-44.865503808514006+283.0054393522924j),(528.3393490987405+297.875303532733j),(127.41565693555408-109.87947473877801j),(202.87358973863758+200.14948374949j),(-185.6940056213017+272.0609864080064j),(185.07509216510107+330.49824955705844j),(-129.7992275062813-279.05626101867017j),8.200000000000001
(365.7170290940895-351.5243922371177j),(-626.8136516553972-575.0999107913858j),(-245.6292272037457-648.2192089248263j),(-197.2367708673009-210.58708523004378j),(391.1977057797985+135.7210027540014j),(148.3115826722996+56.710886268074454j),(-59.4198895939096-34.87075713887462j),(-211.6752025267475-805.0573444458125j),(140.61611688260527+18.107121644205527j),(129.16462288000534+171.67294217817937j),(397.14379919950454+174.6889894205289j),8.3
(-85.15398768857108-157.50088631966912j),(527.0073585429122+150.53923337348445j),(-93.76358992749377-613.617908223613j),(110.96376965925087-1.582566979012313j),(193.95938101633442+288.1192539457341j),(-341.8476862665374-103.41565957476115j),(42.532559678241775+63.76674196220351j),(-462.739547827949-465.57314137624746j),(77.3049320308993-31.41355874262917j),(-282.80545352259844+5.395303023655487j),(-459.9112897534576-197.6368303146361j),8.4
(-0.3406082477060153+297.76908168989763j),(-228.48011020265113-30.971620836601783j),(-350.3089673320993+322.43866699257103j),(-101.18243398530386+83.32968552541561j),(-39.96504493841846+148.104659147409j),(156.5095235333403+174.82373456703425j),(-217.42544077798004+225.7825445460109j),(549.2411304858024+659.5850165826783j),(134.93674704076085+163.73798784051542j),(-88.6469204299155-30.812256732103542j),(-302.3837319615005+330.14219288489653j),8.5
(-250.83016482906606+308.121499039811j),(282.5193549296921-466.4943844566709j),(-117.45113353296975-488.95401177860117j),(-193.27377562266923+143.79467405378836j),(479.31849399175536+21.857562421249163j),(488.4162032074801-362.53829184257404j),(278.75812272783753+272.21633865260947j),(353.8346427118679-170.35031151290218j),(17.42720890946049+112.15063358470864j),(244.7294821671986-307.44471295550323j),(-396.9405640372872+0.35606804271137094j),8.6
(245.00583731237293+88.20040557034037j),(4.756710381633255-140.66437172774053j),(-197.62326506463796-403.39458686021663j),(-110.26726904598151+29.122987660847613j),(-155.75336158350666+286.7112790325014j),(263.04830487189946-119.19517320321987j),(257.30290418474453-133.78509449482834j),(278.15792218256644+7.2325711898028615j),(205.89207994244384+163.549670889538j),(114.0667397935641+281.37237628120084j),(309.52892306640445+257.4177961403594j),8.700000000000001
(-244.58032405385322+169.69865342286346j),(297.5146639264429-41.664220440265126j),(139.18910036999438+640.7745010801597j),(360.0286818848874+67.15954420414121j),(-109.98838381848014-185.6077230087464j),(63.97446434777921+330.10306716687427j),(170.9185769219526+11.409887840383973j),(-18.204129411677876-197.81365199651623j),(120.07221358548773+563.0525825888981j),(-44.96431971221717+59.76150201065857j),(235.5117834455496+124.66855126017087j),8.8
(540.1679072668577-31.779009646098388j),(-417.93801475606364+392.4969649244804j),(290.8886247272818-438.2515354160546j),(129.0740299506057-225.39295723137175j),(-82.05859582174426+345.35860707972165j),(-90.74066909651907+551.1074767690316j),(-215.07503363853237-48.51344061899051j),(-74.94312546575473-0.4596245609674554j),(162.7239174255698-268.2408090845564j),(207.3953543748296-378.86130685239266j),(-467.01001815712505-37.052919419247395j),8.9
(-20.740097414275965-71.38235153243824j),(11.639665689413448-247.24070199175247j),(127.57491825060423+584.4817541130095j),(416.62364047762503-257.2976439012574j),(-37.33105815151432-267.96954187707263j),(243.0312273028485+123.72210408761572j),(-382.06816181543803-84.00122248841495j),(263.8429786803689-335.6027705170701j),(-195.87520972026985+290.83176748279556j),(44.417775624771444+156.0035655290356j),(-666.9127246908486-138.459665407165j),9.0
(-220.49687771006276+401.5294561736627j),(29.60693734190474+85.92218538908963j),(-391.28048818348054+281.755551840746j),(-126.36491298889628-87.79126185009319j),(199.40279687682195+276.58348484584167j),(-226.72991486592665-212.23686693798308j),(13.738525323210876-127.14816056909834j),(-686.4331991421348+138.30646380153598j),(-102.90232939178321+285.9415878642474j),(-98.77479069527674-46.00032100418823j),(17.761285350154267-267.6867178608217j),9.1
(60.02658532972699+14.21318883169431j),(-645.980106158939+23.317013052735966j),(-135.19670955070328-657.0026432046226j),(138.82332062557242+28.13599296181394j),(-179.69339172008748-238.44316274435937j),(193.6125146749411+381.2066179470777j),(170.59166231314367+19.87599285233162j),(-870.8182206300515+206.5436243528399j),(23.193863908276278+170.4670892246357j),(-222.0099608289925+125.85677903587273j),(731.3012668230615+622.4774172998546j),9.200000000000001
(-132.1152033856974+266.44403151167774j),(50.15134115311382+147.31282627345792j),(49.3555255626529+292.7450019369055j),(-41.99759903946712-200.8315360634608j),(-66.40324883034327-111.35880654830123j),(-182.82739365346873+184.9335195176579j),(321.24754957091164-222.86719564718467j),(-362.3609585395001+550.3469704500048j),(-262.9868509845174+232.5320195957061j),(-104.30551121073606-497.66955865968947j),(42.2173977822559-371.4866340869281j),9.3
(35.216580365638166+258.8973177970135j),(279.2845374538225-63.003228766903845j),(-157.85807378217274-494.7438063660967j),(115.3924738852929-203.04912423553154j),(202.32479371435022-247.99872306457434j),(318.4913583839208+388.62824862779064j),(229.28272772514748+247.35239888594208j),(-251.97078208564858+570.9241965905453j),(-156.5554063557728-71.4027108273669j),(-12.46216148440865+364.6338802467484j),(85.77184976883893-47.98602307817126j),9.4
(206.35756730361354+220.18971864771817j),(-324.7190551753944-63.32497163903927j),(81.2074494283883+580.5172305884897j),(535.7568576597023-43.15638074478153j),(-90.69595089458898+38.13357343161435j),(-430.8894830525821+10.032368366445269j),(-17.55675331771843+0.8457402976242214j),(290.01496670865845-593.1585683646267j),(-254.45169212056584+3.2536220705251466j),(106.30090519966282+141.04214272714069j),(240.6589653957143+67.84064885334016j),9.5
(-353.9694074858579+168.7381639262882j),(34.47063915324479-282.6236542385578j),(753.0813655724232+92.47697533156216j),(-189.2993229849473+412.5139895457364j),(155.9511681088864-1.5064566707727067j),(506.6871869225762-282.3554772371954j),(-295.5781407880029+30.054927296426683j),(417.3470474392898+346.56373153980473j),(59.94697598116787+218.07435590720274j),(-443.45659790427385+133.18324549029177j),(-203.74743951334435+17.24559784513131j),9.600000000000001
(-127.46482827942347+207.6419496949752j),(120.81877229003047+263.22129636826446j),(-446.6622469091751+30.549301520323166j),(170.61493427473926+139.344821188482j),(-8.211205720625404+141.50954313158184j),(404.2777207393152-38.984948137232024j),(-128.68839539367193+426.8407588610367j),(-585.5347594458741-222.727106370206j),(-50.303758607645236+108.74263434503442j),(159.60746076141953-84.96668766728381j),(-71.79644796166292-286.59705071864823j),9.700000000000001
(151.86878416025644+144.2597810420604j),(-328.6058932742991+72.01972631421052j),(355.70237654556695+471.4630091956843j),(101.14927304875943-117.48830587005249j),(179.12512131168702-344.4640734820888j),(563.6258053600109-236.1252367728328j),(698.1637467058817-3.1442658193889486j),(-105.8936291319161-88.94718251367303j),(122.67574843202135+14.976454536763882j),(164.25124761477753+10.098776372294424j),(-513.3566161274821+156.46699890506966j),9.8
(-86.38600747699103-156.42565987525273j),(-294.609535506097+197.35832090790058j),(-307.6019410080502+256.6765732762422j),(54.139216741654536-40.84134200577654j),(-0.17124392989531145+122.71075227952014j),(58.60509030013599+518.1311379730051j),(279.37698740442374-135.10787273560163j),(-287.57614983219673+5.968587610549719j),(101.06531202629263-201.13977477921708j),(-62.280944126604936+190.84751575434504j),(484.4999333003268+175.7982969295291j),9.9
